Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9634597,"GPER1 signaling",3,56,0.003445941788197649,0.07734301650242359,0.2959946691876092,5,10,6.215426689042203E-4,9606,Homo sapiens,"GNB2;GNB3;GNAI2","","R-HSA-392129;R-HSA-9036301;R-HSA-9036307;R-HSA-9624014;R-HSA-9036308"
R-HSA-9031628,"NGF-stimulated transcription",3,56,0.003445941788197649,0.07734301650242359,0.2959946691876092,15,37,0.002299707874945615,9606,Homo sapiens,"EGR2;SRF","","R-HSA-9031624;R-HSA-9612534;R-HSA-9613210;R-HSA-9031616;R-HSA-9613213;R-HSA-9612509;R-HSA-9612514;R-HSA-9612483;R-HSA-9613219;R-HSA-9031610;R-HSA-9613476;R-HSA-9612516;R-HSA-9612073;R-HSA-9612076;R-HSA-9612493"
R-HSA-202040,"G-protein activation",2,26,0.0015999015445203372,0.07749585243257662,0.2959946691876092,5,6,3.7292560134253216E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-167408;R-HSA-167429;R-HSA-167419;R-HSA-167433;R-HSA-112271"
R-HSA-450321,"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",2,26,0.0015999015445203372,0.07749585243257662,0.2959946691876092,2,3,1.8646280067126608E-4,9606,Homo sapiens,"IRAK1;MAP2K7","","R-HSA-168162;R-HSA-450337"
R-HSA-9769735,"Initiation of coagulation cascade",2,26,0.0015999015445203372,0.07749585243257662,0.2959946691876092,11,18,0.0011187768040275966,9606,Homo sapiens,"F7;SDC1","","R-HSA-9929060;R-HSA-140769;R-HSA-9822513;R-HSA-9822512;R-HSA-9822514;R-HSA-9929054;R-HSA-9929051;R-HSA-9769737;R-HSA-140783;R-HSA-140748;R-HSA-9822522"
R-HSA-5654704,"SHC-mediated cascade:FGFR3",2,26,0.0015999015445203372,0.07749585243257662,0.2959946691876092,1,4,2.486170675616881E-4,9606,Homo sapiens,"KRAS","","R-HSA-5654647"
R-HSA-373760,"L1CAM interactions",5,130,0.007999507722601686,0.081540221349518,0.2959946691876092,4,54,0.0033563304120827896,9606,Homo sapiens,"LAMB2;ITGA1;KCNQ2;EGFR;SCN1A","","R-HSA-443778;R-HSA-445088;R-HSA-445069;R-HSA-373739"
R-HSA-9705462,"Inactivation of CSF3 (G-CSF) signaling",2,27,0.001661436219309581,0.08264088277540671,0.2959946691876092,9,9,5.593884020137983E-4,9606,Homo sapiens,"STAT1;JAK1","","R-HSA-9705461;R-HSA-9705729;R-HSA-9705458;R-HSA-9705726;R-HSA-9707977;R-HSA-9705465;R-HSA-9705738;R-HSA-9705466;R-HSA-9705467"
R-HSA-442982,"Ras activation upon Ca2+ influx through NMDA receptor",2,27,0.001661436219309581,0.08264088277540671,0.2959946691876092,1,2,1.2430853378084405E-4,9606,Homo sapiens,"KRAS","","R-HSA-442732"
R-HSA-5654719,"SHC-mediated cascade:FGFR4",2,27,0.001661436219309581,0.08264088277540671,0.2959946691876092,1,4,2.486170675616881E-4,9606,Homo sapiens,"KRAS","","R-HSA-5654426"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",2,27,0.001661436219309581,0.08264088277540671,0.2959946691876092,2,9,5.593884020137983E-4,9606,Homo sapiens,"KRAS","","R-HSA-8941628;R-HSA-5654413"
R-HSA-5579030,"Defective CYP19A1 causes AEXS",1,5,3.0767337394621867E-4,0.08424656336518688,0.2959946691876092,1,1,6.215426689042202E-5,9606,Homo sapiens,"CYP19A1","","R-HSA-5601849"
R-HSA-5679001,"Defective ABCC2 causes DJS",1,5,3.0767337394621867E-4,0.08424656336518688,0.2959946691876092,1,1,6.215426689042202E-5,9606,Homo sapiens,"ABCC2","","R-HSA-5679031"
R-HSA-9673240,"Defective gamma-carboxylation of F9",1,5,3.0767337394621867E-4,0.08424656336518688,0.2959946691876092,1,1,6.215426689042202E-5,9606,Homo sapiens,"GGCX","","R-HSA-9673231"
R-HSA-73887,"Death Receptor Signaling",6,172,0.010583964063749923,0.08558726071446976,0.2959946691876092,14,119,0.007396357759960222,9606,Homo sapiens,"YWHAE;NCSTN;IRAK1;ITSN1;KALRN","","R-HSA-193665;R-HSA-193703;R-HSA-193641;R-HSA-193705;R-HSA-205039;R-HSA-193647;R-HSA-193682;R-HSA-193686;R-HSA-193684;R-HSA-204981;R-HSA-205112;R-HSA-193694;R-HSA-209566;R-HSA-193695"
R-HSA-156584,"Cytosolic sulfonation of small molecules",3,59,0.0036305458125653806,0.08715204045981273,0.2959946691876092,7,20,0.0012430853378084406,9606,Homo sapiens,"SULT1B1;SULT1E1","","R-HSA-176631;R-HSA-176517;R-HSA-176474;R-HSA-176664;R-HSA-176585;R-HSA-176521;R-HSA-176669"
R-HSA-9013507,"NOTCH3 Activation and Transmission of Signal to the Nucleus",2,28,0.0017229708940988246,0.08788742695081198,0.2959946691876092,4,15,9.323140033563305E-4,9606,Homo sapiens,"NCSTN;EGFR","","R-HSA-9017817;R-HSA-9018573;R-HSA-9018572;R-HSA-9013361"
R-HSA-5654712,"FRS-mediated FGFR4 signaling",2,28,0.0017229708940988246,0.08788742695081198,0.2959946691876092,2,9,5.593884020137983E-4,9606,Homo sapiens,"KRAS","","R-HSA-5654663;R-HSA-8941613"
R-HSA-8866654,"E3 ubiquitin ligases ubiquitinate target proteins",3,60,0.0036920804873546245,0.09053320754654481,0.2959946691876092,4,16,9.944682702467524E-4,9606,Homo sapiens,"UBE2J2;PEX14","","R-HSA-8943080;R-HSA-8953946;R-HSA-8943083;R-HSA-8953917"
R-HSA-8854691,"Interleukin-20 family signaling",2,29,0.0017845055688880684,0.09323040689850803,0.2959946691876092,49,56,0.0034806389458636334,9606,Homo sapiens,"STAT1;JAK1","","R-HSA-8987150;R-HSA-8987266;R-HSA-8987141;R-HSA-8987012;R-HSA-8987015;R-HSA-8987270;R-HSA-8987014;R-HSA-8987161;R-HSA-8987033;R-HSA-448661;R-HSA-8987039;R-HSA-8982163;R-HSA-8982162;R-HSA-8982165;R-HSA-8987156;R-HSA-8987179;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-8987070;R-HSA-8987063;R-HSA-8987080;R-HSA-9009227;R-HSA-448708;R-HSA-8987084;R-HSA-8986446;R-HSA-8987202;R-HSA-8987097;R-HSA-8987096;R-HSA-8986972;R-HSA-8987230;R-HSA-8987218;R-HSA-8987220;R-HSA-448728;R-HSA-8986985;R-HSA-448480;R-HSA-8987105;R-HSA-8987104;R-HSA-8987236;R-HSA-448744;R-HSA-8987129;R-HSA-8854645;R-HSA-8987132;R-HSA-8987007;R-HSA-8987120;R-HSA-8986480;R-HSA-8986995;R-HSA-8986994;R-HSA-8987255"
R-HSA-392451,"G beta:gamma signalling through PI3Kgamma",2,29,0.0017845055688880684,0.09323040689850803,0.2959946691876092,2,4,2.486170675616881E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-392295;R-HSA-392300"
R-HSA-9634638,"Estrogen-dependent nuclear events downstream of ESR-membrane signaling",2,29,0.0017845055688880684,0.09323040689850803,0.2959946691876092,2,12,7.458512026850643E-4,9606,Homo sapiens,"SRF;EGFR","","R-HSA-9625479;R-HSA-9625465"
R-HSA-9769726,"Defects of Coagulation cascade",2,29,0.0017845055688880684,0.09323040689850803,0.2959946691876092,2,18,0.0011187768040275966,9606,Homo sapiens,"GGCX;ANO6","","R-HSA-9673231;R-HSA-9853849"
R-HSA-162582,"Signal Transduction",63,3056,0.18804996615592887,0.09529126290279133,0.2959946691876092,506,2589,0.16091739697930263,9606,Homo sapiens,"ACVRL1;YWHAE;ARHGAP8;HSP90AB1;DGKD;PLXND1;ITSN1;PTPRK;CDC14A;PTPRF;DUSP10;PPP2R1A;GRB10;JAK1;KSR1;PRKCE;DUSP9;BCR;RARA;COL6A3;PPARG;TRIB3;LAMA5;KDM3A;ROCK2;SRF;ITPR1;KALRN;EGFR;GNAI2;NCSTN;IRAK1;GPNMB;PTK2B;CCL16;SPEN;EGR2;LAMB2;STAT1;TNK2;MYO9B;ARHGAP26;ESR1;MAPK13;ANLN;GNB2;GNB3;KRAS;FGFR2","","R-HSA-9018505;R-HSA-5654614;R-HSA-5654615;R-HSA-171011;R-HSA-9008267;R-HSA-5654612;R-HSA-9632918;R-HSA-9008271;R-HSA-5654608;R-HSA-9008270;R-HSA-9018497;R-HSA-5654622;R-HSA-9018499;R-HSA-5654620;R-HSA-9008258;R-HSA-392206;R-HSA-8981637;R-HSA-5654618;R-HSA-9018503;R-HSA-171026;R-HSA-392212;R-HSA-9008285;R-HSA-9021596;R-HSA-420883;R-HSA-9632906;R-HSA-9017488;R-HSA-5654607;R-HSA-8964241;R-HSA-8964242;R-HSA-5654605;R-HSA-9632910;R-HSA-5654603;R-HSA-5654600;R-HSA-9021609;R-HSA-5654647;R-HSA-9036970;R-HSA-9716913;R-HSA-2974731;R-HSA-8982703;R-HSA-8964271;R-HSA-9021601;R-HSA-9014433;R-HSA-9021600;R-HSA-9008315;R-HSA-9013437;R-HSA-9613476;R-HSA-8982709;R-HSA-201790;R-HSA-5672980;R-HSA-9018573;R-HSA-9625814;R-HSA-9038029;R-HSA-5672978;R-HSA-9018572;R-HSA-9716947;R-HSA-9612509;R-HSA-5672966;R-HSA-9612483;R-HSA-9009371;R-HSA-5672965;R-HSA-9604294;R-HSA-9021660;R-HSA-8964317;R-HSA-5672961;R-HSA-8980691;R-HSA-5672972;R-HSA-5672973;R-HSA-1250383;R-HSA-9612493;R-HSA-8964311;R-HSA-5672969;R-HSA-8867047;R-HSA-8964329;R-HSA-392295;R-HSA-5634103;R-HSA-382054;R-HSA-8867044;R-HSA-9612534;R-HSA-8867041;R-HSA-9654523;R-HSA-392300;R-HSA-9654521;R-HSA-9009378;R-HSA-193641;R-HSA-9653503;R-HSA-9657599;R-HSA-9038052;R-HSA-193647;R-HSA-9654525;R-HSA-5674022;R-HSA-9612514;R-HSA-5654562;R-HSA-5674018;R-HSA-5674019;R-HSA-2028651;R-HSA-9612516;R-HSA-5686318;R-HSA-109699;R-HSA-9021451;R-HSA-193665;R-HSA-9021450;R-HSA-109700;R-HSA-3601585;R-HSA-9860125;R-HSA-1250463;R-HSA-5666008;R-HSA-193682;R-HSA-9014296;R-HSA-193686;R-HSA-193684;R-HSA-5665998;R-HSA-9696266;R-HSA-193694;R-HSA-193695;R-HSA-9014295;R-HSA-5654729;R-HSA-379044;R-HSA-1250486;R-HSA-193703;R-HSA-8941613;R-HSA-9032751;R-HSA-8934446;R-HSA-5666046;R-HSA-1250488;R-HSA-193705;R-HSA-380073;R-HSA-379048;R-HSA-2316434;R-HSA-8941628;R-HSA-204981;R-HSA-8941618;R-HSA-8863804;R-HSA-8941623;R-HSA-5654677;R-HSA-400586;R-HSA-1250498;R-HSA-5654663;R-HSA-9012315;R-HSA-9012319;R-HSA-8874079;R-HSA-9027670;R-HSA-8982637;R-HSA-1295609;R-HSA-1549564;R-HSA-205039;R-HSA-109807;R-HSA-1295613;R-HSA-419049;R-HSA-9693282;R-HSA-109817;R-HSA-9013361;R-HSA-8982640;R-HSA-5654701;R-HSA-1295599;R-HSA-5654697;R-HSA-1295632;R-HSA-5692754;R-HSA-9023884;R-HSA-426240;R-HSA-5666129;R-HSA-9018766;R-HSA-9009536;R-HSA-419087;R-HSA-75016;R-HSA-5692764;R-HSA-9032067;R-HSA-9009541;R-HSA-419083;R-HSA-9018758;R-HSA-9612672;R-HSA-9018778;R-HSA-199959;R-HSA-1295622;R-HSA-2179387;R-HSA-5692749;R-HSA-109857;R-HSA-8851877;R-HSA-109858;R-HSA-9632182;R-HSA-5675376;R-HSA-5666160;R-HSA-9018785;R-HSA-5666169;R-HSA-5692768;R-HSA-5675373;R-HSA-5692781;R-HSA-205112;R-HSA-8851899;R-HSA-9018806;R-HSA-1306963;R-HSA-1306965;R-HSA-2130279;R-HSA-2130282;R-HSA-2130286;R-HSA-1306972;R-HSA-9017817;R-HSA-373073;R-HSA-5666049;R-HSA-419166;R-HSA-9624014;R-HSA-1306957;R-HSA-8944104;R-HSA-8944099;R-HSA-2179407;R-HSA-8964604;R-HSA-8982012;R-HSA-8964605;R-HSA-2179415;R-HSA-419197;R-HSA-8964599;R-HSA-9633044;R-HSA-750988;R-HSA-5228992;R-HSA-9657603;R-HSA-751001;R-HSA-9657606;R-HSA-9654533;R-HSA-4420052;R-HSA-8864029;R-HSA-750993;R-HSA-9657608;R-HSA-751019;R-HSA-751013;R-HSA-751039;R-HSA-9013567;R-HSA-751027;R-HSA-110011;R-HSA-751024;R-HSA-5218804;R-HSA-744887;R-HSA-744886;R-HSA-751029;R-HSA-8857925;R-HSA-9653585;R-HSA-9026891;R-HSA-9653595;R-HSA-9653592;R-HSA-751040;R-HSA-5675417;R-HSA-186834;R-HSA-8954207;R-HSA-9038161;R-HSA-9038163;R-HSA-8954199;R-HSA-8954208;R-HSA-9023840;R-HSA-9023845;R-HSA-9612671;R-HSA-8864105;R-HSA-9023846;R-HSA-9018745;R-HSA-5675431;R-HSA-167408;R-HSA-9018747;R-HSA-9009533;R-HSA-8851827;R-HSA-167419;R-HSA-8864125;R-HSA-9023859;R-HSA-9023861;R-HSA-9023860;R-HSA-9009526;R-HSA-5675433;R-HSA-8848005;R-HSA-6785636;R-HSA-8931981;R-HSA-9021068;R-HSA-167429;R-HSA-167433;R-HSA-9632412;R-HSA-9009817;R-HSA-9603719;R-HSA-6785648;R-HSA-9021072;R-HSA-9021079;R-HSA-1963581;R-HSA-5658231;R-HSA-1963582;R-HSA-1963578;R-HSA-1470012;R-HSA-1470010;R-HSA-1470009;R-HSA-1963563;R-HSA-3965444;R-HSA-3965447;R-HSA-8932020;R-HSA-8932021;R-HSA-3965441;R-HSA-1251922;R-HSA-5218830;R-HSA-9624272;R-HSA-5218826;R-HSA-8939201;R-HSA-8932033;R-HSA-8951490;R-HSA-8939203;R-HSA-8939204;R-HSA-139854;R-HSA-8932037;R-HSA-5218845;R-HSA-1963589;R-HSA-5218836;R-HSA-1963586;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-9011941;R-HSA-5218851;R-HSA-8932070;R-HSA-9011966;R-HSA-1977959;R-HSA-9011952;R-HSA-1251944;R-HSA-9021170;R-HSA-8932084;R-HSA-3928647;R-HSA-9036301;R-HSA-8982019;R-HSA-8982020;R-HSA-8964614;R-HSA-112271;R-HSA-1251997;R-HSA-934559;R-HSA-8964634;R-HSA-9851407;R-HSA-9036307;R-HSA-9036308;R-HSA-209566;R-HSA-139941;R-HSA-170666;R-HSA-9680443;R-HSA-381612;R-HSA-198314;R-HSA-157353;R-HSA-170671;R-HSA-9029158;R-HSA-170674;R-HSA-195251;R-HSA-182969;R-HSA-170686;R-HSA-182986;R-HSA-195275;R-HSA-182990;R-HSA-1980112;R-HSA-182994;R-HSA-169683;R-HSA-195283;R-HSA-169680;R-HSA-195280;R-HSA-182993;R-HSA-1980109;R-HSA-9649735;R-HSA-5654147;R-HSA-195287;R-HSA-9649733;R-HSA-9649732;R-HSA-183002;R-HSA-5654159;R-HSA-5654157;R-HSA-9649736;R-HSA-398040;R-HSA-212706;R-HSA-212710;R-HSA-195300;R-HSA-212713;R-HSA-195304;R-HSA-9021050;R-HSA-195318;R-HSA-8847995;R-HSA-183036;R-HSA-177922;R-HSA-177923;R-HSA-9730967;R-HSA-177926;R-HSA-9021325;R-HSA-177927;R-HSA-4332359;R-HSA-177924;R-HSA-177925;R-HSA-177930;R-HSA-9613210;R-HSA-183051;R-HSA-9024386;R-HSA-177934;R-HSA-177935;R-HSA-183055;R-HSA-177933;R-HSA-9613213;R-HSA-177938;R-HSA-183058;R-HSA-199443;R-HSA-9013144;R-HSA-177939;R-HSA-177936;R-HSA-177937;R-HSA-177942;R-HSA-177943;R-HSA-5658435;R-HSA-9625479;R-HSA-177941;R-HSA-6811504;R-HSA-5334854;R-HSA-9625482;R-HSA-183067;R-HSA-177944;R-HSA-177945;R-HSA-9634702;R-HSA-9625487;R-HSA-9013143;R-HSA-9658253;R-HSA-9021334;R-HSA-9013161;R-HSA-183072;R-HSA-5654399;R-HSA-5654397;R-HSA-9013159;R-HSA-183084;R-HSA-5654392;R-HSA-190258;R-HSA-9613219;R-HSA-183089;R-HSA-9031610;R-HSA-190260;R-HSA-6811472;R-HSA-9031624;R-HSA-9031616;R-HSA-8857549;R-HSA-5229343;R-HSA-8857555;R-HSA-9018334;R-HSA-6811454;R-HSA-8857565;R-HSA-9018325;R-HSA-5686071;R-HSA-1433456;R-HSA-8857583;R-HSA-1433471;R-HSA-380782;R-HSA-8857577;R-HSA-398193;R-HSA-9709547;R-HSA-9842665;R-HSA-1250195;R-HSA-749448;R-HSA-425861;R-HSA-9011981;R-HSA-749454;R-HSA-8858369;R-HSA-9011983;R-HSA-749453;R-HSA-9839376;R-HSA-749452;R-HSA-1433501;R-HSA-9011971;R-HSA-9634584;R-HSA-749446;R-HSA-9011975;R-HSA-9011997;R-HSA-9013022;R-HSA-9013009;R-HSA-9011985;R-HSA-9011984;R-HSA-749456;R-HSA-9839371;R-HSA-5672950;R-HSA-5672948;R-HSA-5672958;R-HSA-9013024;R-HSA-9012000;R-HSA-5672957;R-HSA-5672954;R-HSA-9674531;R-HSA-9612073;R-HSA-9612076;R-HSA-392129;R-HSA-190408;R-HSA-157640;R-HSA-5654426;R-HSA-190413;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-74707;R-HSA-5654402;R-HSA-201685;R-HSA-5654413;R-HSA-9024361;R-HSA-8981353;R-HSA-1254386;R-HSA-8981355;R-HSA-9653108;R-HSA-170986;R-HSA-9647994;R-HSA-9625465;R-HSA-1254392;R-HSA-9647999;R-HSA-74733;R-HSA-198640;R-HSA-74740;R-HSA-9014129;R-HSA-9647978;R-HSA-9647977;R-HSA-9647982;R-HSA-9013111;R-HSA-9013110;R-HSA-9647980"
R-HSA-428930,"Thromboxane signalling through TP receptor",2,30,0.0018460402436773122,0.09866488972920306,0.2959946691876092,6,8,4.972341351233762E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-428918;R-HSA-428917;R-HSA-428752;R-HSA-428750;R-HSA-428909;R-HSA-428749"
R-HSA-418592,"ADP signalling through P2Y purinoceptor 1",2,30,0.0018460402436773122,0.09866488972920306,0.2959946691876092,3,7,4.350798682329542E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-418581;R-HSA-418579;R-HSA-418576"
R-HSA-5621575,"CD209 (DC-SIGN) signaling",2,30,0.0018460402436773122,0.09866488972920306,0.2959946691876092,4,11,6.836969357946423E-4,9606,Homo sapiens,"KRAS","","R-HSA-5621573;R-HSA-5624486;R-HSA-5624492;R-HSA-5624494"
R-HSA-5654688,"SHC-mediated cascade:FGFR1",2,30,0.0018460402436773122,0.09866488972920306,0.2959946691876092,1,4,2.486170675616881E-4,9606,Homo sapiens,"KRAS","","R-HSA-5654600"
R-HSA-1251932,"PLCG1 events in ERBB2 signaling",1,6,3.6920804873546244E-4,0.10022720697441545,0.30068162092324635,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-1251922;R-HSA-1251944"
R-HSA-1296025,"ATP sensitive Potassium channels",1,6,3.6920804873546244E-4,0.10022720697441545,0.30068162092324635,2,2,1.2430853378084405E-4,9606,Homo sapiens,"KCNJ8","","R-HSA-1296024;R-HSA-1369017"
R-HSA-5579024,"Defective MAT1A causes MATD",1,6,3.6920804873546244E-4,0.10022720697441545,0.30068162092324635,1,1,6.215426689042202E-5,9606,Homo sapiens,"MAT1A","","R-HSA-5603087"
R-HSA-205025,"NADE modulates death signalling",1,6,3.6920804873546244E-4,0.10022720697441545,0.30068162092324635,1,3,1.8646280067126608E-4,9606,Homo sapiens,"YWHAE","","R-HSA-204981"
R-HSA-9007892,"Interleukin-38 signaling",1,6,3.6920804873546244E-4,0.10022720697441545,0.30068162092324635,1,5,3.1077133445211015E-4,9606,Homo sapiens,"IL1R1","","R-HSA-9007901"
R-HSA-9841922,"MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis",5,139,0.008553319795704879,0.1008933636490077,0.3026800909470231,37,37,0.002299707874945615,9606,Homo sapiens,"NCOA6;PPARG;PPARGC1B","","R-HSA-9859223;R-HSA-9856211;R-HSA-9851539;R-HSA-9843219;R-HSA-9859291;R-HSA-9859334;R-HSA-9859206;R-HSA-9841924;R-HSA-9851534;R-HSA-9859084;R-HSA-9851530;R-HSA-9859082;R-HSA-9859273;R-HSA-9859188;R-HSA-9854130;R-HSA-9843122;R-HSA-9854128;R-HSA-9843120;R-HSA-9843121;R-HSA-9859121;R-HSA-9854142;R-HSA-9859007;R-HSA-9842815;R-HSA-9843900;R-HSA-9859196;R-HSA-9854141;R-HSA-9859005;R-HSA-9856486;R-HSA-9859182;R-HSA-9843118;R-HSA-9843119;R-HSA-9859119;R-HSA-9843116;R-HSA-9842028;R-HSA-9843117;R-HSA-9843115;R-HSA-9843112"
R-HSA-9851695,"Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes",5,139,0.008553319795704879,0.1008933636490077,0.3026800909470231,37,37,0.002299707874945615,9606,Homo sapiens,"NCOA6;PPARG;PPARGC1B","","R-HSA-9859223;R-HSA-9856211;R-HSA-9851539;R-HSA-9843219;R-HSA-9859291;R-HSA-9859334;R-HSA-9859206;R-HSA-9841924;R-HSA-9851534;R-HSA-9859084;R-HSA-9851530;R-HSA-9859082;R-HSA-9859273;R-HSA-9859188;R-HSA-9854130;R-HSA-9843122;R-HSA-9854128;R-HSA-9843120;R-HSA-9843121;R-HSA-9859121;R-HSA-9854142;R-HSA-9859007;R-HSA-9842815;R-HSA-9843900;R-HSA-9859196;R-HSA-9854141;R-HSA-9859005;R-HSA-9856486;R-HSA-9859182;R-HSA-9843118;R-HSA-9843119;R-HSA-9859119;R-HSA-9843116;R-HSA-9842028;R-HSA-9843117;R-HSA-9843115;R-HSA-9843112"
R-HSA-9818564,"Epigenetic regulation of gene expression by MLL3 and MLL4 complexes",5,139,0.008553319795704879,0.1008933636490077,0.3026800909470231,39,40,0.0024861706756168812,9606,Homo sapiens,"NCOA6;PPARG;PPARGC1B","","R-HSA-9859223;R-HSA-9856211;R-HSA-9851539;R-HSA-9843219;R-HSA-9859291;R-HSA-9859334;R-HSA-9859206;R-HSA-9841924;R-HSA-9851534;R-HSA-9859084;R-HSA-9851530;R-HSA-9859082;R-HSA-9859273;R-HSA-9859188;R-HSA-9854130;R-HSA-9843122;R-HSA-9854128;R-HSA-9843120;R-HSA-9843121;R-HSA-9859121;R-HSA-9854142;R-HSA-9859007;R-HSA-9842815;R-HSA-9843900;R-HSA-9859196;R-HSA-9854141;R-HSA-9859005;R-HSA-9856486;R-HSA-9821412;R-HSA-9821410;R-HSA-9859182;R-HSA-9843118;R-HSA-9843119;R-HSA-9859119;R-HSA-9843116;R-HSA-9842028;R-HSA-9843117;R-HSA-9843115;R-HSA-9843112"
R-HSA-8986944,"Transcriptional Regulation by MECP2",4,100,0.006153467478924374,0.10175172100837748,0.30525516302513245,4,77,0.004785878550562496,9606,Homo sapiens,"IRAK1;PPARG","","R-HSA-9615829;R-HSA-9017441;R-HSA-9615801;R-HSA-9017447"
R-HSA-997272,"Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits",2,31,0.0019075749184665558,0.10418608423445475,0.31255825270336424,3,3,1.8646280067126608E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-1296059,"G protein gated Potassium channels",2,31,0.0019075749184665558,0.10418608423445475,0.31255825270336424,3,3,1.8646280067126608E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-1296041,"Activation of G protein gated Potassium channels",2,31,0.0019075749184665558,0.10418608423445475,0.31255825270336424,3,3,1.8646280067126608E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-1013020;R-HSA-1013013;R-HSA-1013012"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",2,31,0.0019075749184665558,0.10418608423445475,0.31255825270336424,2,9,5.593884020137983E-4,9606,Homo sapiens,"KRAS","","R-HSA-5654392;R-HSA-8941623"
R-HSA-70221,"Glycogen breakdown (glycogenolysis)",2,31,0.0019075749184665558,0.10418608423445475,0.31255825270336424,2,16,9.944682702467524E-4,9606,Homo sapiens,"GAA;PHKA2","","R-HSA-71588;R-HSA-9036727"
R-HSA-5654736,"Signaling by FGFR1",3,64,0.003938219186511599,0.10458771367341768,0.31376314102025304,10,48,0.0029834048107402573,9606,Homo sapiens,"PPP2R1A;KRAS","","R-HSA-934559;R-HSA-1295632;R-HSA-1295622;R-HSA-1295609;R-HSA-1549564;R-HSA-1295599;R-HSA-5654392;R-HSA-5654600;R-HSA-1295613;R-HSA-8941623"
R-HSA-2682334,"EPH-Ephrin signaling",4,102,0.006276536828502861,0.10731197601787379,0.3171244307853538,11,56,0.0034806389458636334,9606,Homo sapiens,"NCSTN;ROCK2;ITSN1;KALRN","","R-HSA-3928601;R-HSA-3928617;R-HSA-3928632;R-HSA-3928600;R-HSA-3928616;R-HSA-3928595;R-HSA-3928577;R-HSA-3928656;R-HSA-3928576;R-HSA-3928644;R-HSA-3928612"
R-HSA-114608,"Platelet degranulation ",5,142,0.00873792382007261,0.10781319159314873,0.3171244307853538,3,11,6.836969357946423E-4,9606,Homo sapiens,"CHID1;ITIH4;ITIH3;SERPINA1;A2M","","R-HSA-481009;R-HSA-481007;R-HSA-351341"
R-HSA-9671793,"Diseases of hemostasis",2,32,0.0019691095932557997,0.10978933747329434,0.3171244307853538,2,23,0.0014295481384797065,9606,Homo sapiens,"GGCX;ANO6","","R-HSA-9673231;R-HSA-9853849"
R-HSA-9837999,"Mitochondrial protein degradation",4,104,0.006399606178081349,0.11300672319254224,0.3171244307853538,4,20,0.0012430853378084406,9606,Homo sapiens,"FH;SUCLG2;HMGCS2;ACADSB","","R-HSA-9838035;R-HSA-9838081;R-HSA-9838289;R-HSA-9838093"
R-HSA-445095,"Interaction between L1 and Ankyrins",2,33,0.0020306442680450435,0.11547013143430462,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"KCNQ2;SCN1A","","R-HSA-373739"
R-HSA-9006115,"Signaling by NTRK2 (TRKB)",2,33,0.0020306442680450435,0.11547013143430462,0.3171244307853538,2,38,0.002361862141836037,9606,Homo sapiens,"KRAS","","R-HSA-9026891;R-HSA-9032067"
R-HSA-5655332,"Signaling by FGFR3 in disease",2,33,0.0020306442680450435,0.11547013143430462,0.3171244307853538,1,21,0.0013052396046988625,9606,Homo sapiens,"KRAS","","R-HSA-5655277"
R-HSA-352230,"Amino acid transport across the plasma membrane",3,67,0.004122823210879331,0.11565499356632891,0.3171244307853538,3,35,0.002175399341164771,9606,Homo sapiens,"SLC38A3;SLC7A2","","R-HSA-352174;R-HSA-375790;R-HSA-375768"
