Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-425407,"SLC-mediated transmembrane transport",16,416,0.025598424712325395,0.0032350064059400996,0.08087516014850249,15,193,0.01199577350985145,9606,Homo sapiens,"SLC13A3;SLC45A3;SLC5A1;SLC7A2;SLC4A5;SLC8A3;SLC9A6;SLCO1B3;SLCO1A2;SLC17A7;SLC16A2;SLC38A3;SLC12A7;SLC25A11","","R-HSA-433101;R-HSA-198440;R-HSA-352174;R-HSA-429613;R-HSA-375790;R-HSA-426155;R-HSA-425483;R-HSA-194130;R-HSA-428052;R-HSA-8875902;R-HSA-425983;R-HSA-879575;R-HSA-425661;R-HSA-375768;R-HSA-194079"
R-HSA-382551,"Transport of small molecules",30,999,0.0614731401144545,0.003241174277378689,0.08102935693446722,37,463,0.0287774255702654,9606,Homo sapiens,"SLC45A3;TTYH3;ABCB4;AQP7;ABCB8;SLC5A1;ABCB9;SLC7A2;SLC4A5;SLCO1B3;SLC17A7;SLC38A3;SLC16A2;A2M;SLC12A7;SLC13A3;ABCC2;NEK4;ANO6;SLC8A3;SLC9A6;GNB2;SLCO1A2;LCN2;GNB3;SLC25A11;CES3","","R-HSA-432195;R-HSA-2682349;R-HSA-433101;R-HSA-432074;R-HSA-2684901;R-HSA-5671707;R-HSA-425483;R-HSA-8949703;R-HSA-194130;R-HSA-1454916;R-HSA-428052;R-HSA-5229273;R-HSA-1467457;R-HSA-507871;R-HSA-507870;R-HSA-5223317;R-HSA-507869;R-HSA-879575;R-HSA-507868;R-HSA-2744242;R-HSA-375768;R-HSA-194079;R-HSA-5678706;R-HSA-382560;R-HSA-8937442;R-HSA-198440;R-HSA-352174;R-HSA-429613;R-HSA-375790;R-HSA-426155;R-HSA-264758;R-HSA-422320;R-HSA-8875902;R-HSA-425983;R-HSA-432188;R-HSA-425661;R-HSA-5246444"
R-HSA-190236,"Signaling by FGFR",7,109,0.006707279552027568,0.0034902884381496913,0.08372964686634776,45,142,0.008825905898439929,9606,Homo sapiens,"PPP2R1A;KRAS;FGFR2","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654677;R-HSA-1295632;R-HSA-5654608;R-HSA-5654622;R-HSA-190408;R-HSA-5654620;R-HSA-5654618;R-HSA-5654426;R-HSA-190413;R-HSA-5654406;R-HSA-5654407;R-HSA-5654663;R-HSA-934559;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-1295622;R-HSA-5654607;R-HSA-5654159;R-HSA-5654605;R-HSA-5654157;R-HSA-5654413;R-HSA-5654603;R-HSA-5654600;R-HSA-5654729;R-HSA-5654647;R-HSA-8941613;R-HSA-5654399;R-HSA-1295609;R-HSA-5654397;R-HSA-1549564;R-HSA-5654392;R-HSA-1295613;R-HSA-190258;R-HSA-5654562;R-HSA-8941628;R-HSA-190260;R-HSA-8941618;R-HSA-5654701;R-HSA-1295599;R-HSA-5654697;R-HSA-8941623"
R-HSA-1059683,"Interleukin-6 signaling",3,17,0.0010460894714171436,0.0035427707646994433,0.08372964686634776,16,20,0.0012430853378084406,9606,Homo sapiens,"STAT1;JAK1","","R-HSA-1112690;R-HSA-1112755;R-HSA-1112565;R-HSA-1112727;R-HSA-1112602;R-HSA-1112538;R-HSA-1112604;R-HSA-1067646;R-HSA-1112510;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-1067688;R-HSA-1067659;R-HSA-1112587"
R-HSA-2023837,"Signaling by FGFR2 amplification mutants",2,5,3.0767337394621867E-4,0.003640419428971642,0.08372964686634776,4,4,2.486170675616881E-4,9606,Homo sapiens,"FGFR2","","R-HSA-2029992;R-HSA-2029988;R-HSA-2029989;R-HSA-2067713"
R-HSA-5673001,"RAF/MAP kinase cascade",13,309,0.019014214509876316,0.0036896344516439417,0.08416256944712219,47,75,0.004661570016781652,9606,Homo sapiens,"DUSP10;KSR1;PPP2R1A;KRAS;DUSP9;FGFR2;EGFR;JAK1","","R-HSA-9653585;R-HSA-5672980;R-HSA-5672978;R-HSA-9653595;R-HSA-9653592;R-HSA-5675417;R-HSA-9657603;R-HSA-5672966;R-HSA-5672965;R-HSA-9649735;R-HSA-5658435;R-HSA-9657606;R-HSA-9654533;R-HSA-9649733;R-HSA-9649732;R-HSA-5672961;R-HSA-5672972;R-HSA-9657608;R-HSA-5672973;R-HSA-9649736;R-HSA-9658253;R-HSA-5672969;R-HSA-5672950;R-HSA-5658231;R-HSA-5672948;R-HSA-5675376;R-HSA-9653108;R-HSA-9654523;R-HSA-5672958;R-HSA-9647994;R-HSA-9654521;R-HSA-5672957;R-HSA-9647999;R-HSA-9653503;R-HSA-9657599;R-HSA-5672954;R-HSA-9654525;R-HSA-5674022;R-HSA-5675431;R-HSA-5674018;R-HSA-5674019;R-HSA-9647978;R-HSA-9647977;R-HSA-5675373;R-HSA-9647982;R-HSA-5675433;R-HSA-9647980"
R-HSA-109704,"PI3K Cascade",5,58,0.003569011137776137,0.0039013627023166686,0.08416256944712219,2,6,3.7292560134253216E-4,9606,Homo sapiens,"TRIB3;FGFR2","","R-HSA-109699;R-HSA-109700"
R-HSA-1250196,"SHC1 events in ERBB2 signaling",4,36,0.0022152482924127745,0.004007741402243914,0.08416256944712219,5,6,3.7292560134253216E-4,9606,Homo sapiens,"PRKCE;KRAS;EGFR","","R-HSA-1250195;R-HSA-1250486;R-HSA-8934446;R-HSA-1963578;R-HSA-1250463"
R-HSA-391160,"Signal regulatory protein family interactions",3,18,0.0011076241462063873,0.0041516958272243,0.0871856123717103,9,10,6.215426689042203E-4,9606,Homo sapiens,"PTK2B;SIRPA","","R-HSA-391157;R-HSA-391156;R-HSA-391158;R-HSA-391153;R-HSA-391152;R-HSA-391168;R-HSA-391155;R-HSA-391151;R-HSA-391150"
R-HSA-5684996,"MAPK1/MAPK3 signaling",13,316,0.019444957233401023,0.0044347950834370264,0.09158810652592253,49,82,0.005096649885014606,9606,Homo sapiens,"DUSP10;KSR1;PPP2R1A;KRAS;DUSP9;FGFR2;EGFR;JAK1","","R-HSA-9657603;R-HSA-5658435;R-HSA-9657606;R-HSA-9654533;R-HSA-9657608;R-HSA-9658253;R-HSA-109857;R-HSA-5672950;R-HSA-5658231;R-HSA-5672948;R-HSA-109858;R-HSA-5675376;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-5675373;R-HSA-9653585;R-HSA-5672980;R-HSA-5672978;R-HSA-9653595;R-HSA-9653592;R-HSA-5675417;R-HSA-5672966;R-HSA-5672965;R-HSA-9649735;R-HSA-9649733;R-HSA-9649732;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-9649736;R-HSA-5672969;R-HSA-9653108;R-HSA-9654523;R-HSA-9647994;R-HSA-9654521;R-HSA-9647999;R-HSA-9653503;R-HSA-9657599;R-HSA-9654525;R-HSA-5674022;R-HSA-5675431;R-HSA-5674018;R-HSA-5674019;R-HSA-9647978;R-HSA-9647977;R-HSA-9647982;R-HSA-5675433;R-HSA-9647980"
R-HSA-180336,"SHC1 events in EGFR signaling",3,19,0.001169158820995631,0.0048204266592590805,0.09158810652592253,4,4,2.486170675616881E-4,9606,Homo sapiens,"KRAS;EGFR","","R-HSA-177936;R-HSA-177925;R-HSA-177945;R-HSA-177933"
R-HSA-171007,"p38MAPK events",3,19,0.001169158820995631,0.0048204266592590805,0.09158810652592253,3,5,3.1077133445211015E-4,9606,Homo sapiens,"KRAS;MAPK13","","R-HSA-171026;R-HSA-171011;R-HSA-170986"
R-HSA-9673770,"Signaling by PDGFRA extracellular domain mutants",3,19,0.001169158820995631,0.0048204266592590805,0.09158810652592253,2,7,4.350798682329542E-4,9606,Homo sapiens,"STAT1;KRAS","","R-HSA-9672163;R-HSA-9672159"
R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",3,19,0.001169158820995631,0.0048204266592590805,0.09158810652592253,2,7,4.350798682329542E-4,9606,Homo sapiens,"STAT1;KRAS","","R-HSA-9672176;R-HSA-9672170"
R-HSA-9843745,"Adipogenesis",8,147,0.00904559719401883,0.004952824819439039,0.09410367156934174,22,33,0.002051090807383927,9606,Homo sapiens,"EGR2;CDK19;NCOA6;PPARG;PPARGC1B","","R-HSA-1183058;R-HSA-9844822;R-HSA-9732629;R-HSA-560491;R-HSA-560493;R-HSA-381283;R-HSA-1183003;R-HSA-9844415;R-HSA-1183032;R-HSA-381262;R-HSA-560517;R-HSA-9844440;R-HSA-9844536;R-HSA-9844600;R-HSA-381290;R-HSA-560472;R-HSA-560473;R-HSA-9844549;R-HSA-560510;R-HSA-381309;R-HSA-560498;R-HSA-381337"
R-HSA-9012852,"Signaling by NOTCH3",5,63,0.0038766845117223555,0.0054985384301875495,0.09897369174337589,10,37,0.002299707874945615,9606,Homo sapiens,"NCSTN;PLXND1;STAT1;EGFR","","R-HSA-9017817;R-HSA-9021451;R-HSA-9021450;R-HSA-9018573;R-HSA-9021325;R-HSA-9018572;R-HSA-9013567;R-HSA-9013361;R-HSA-9014129;R-HSA-9021334"
R-HSA-9006925,"Intracellular signaling by second messengers",14,363,0.022337086948495476,0.0055808452339850545,0.10045521421173098,12,117,0.007272049226179377,9606,Homo sapiens,"IRAK1;PPP2R1A;PRKCE;ITPR1;PPARG;TRIB3;ESR1;FGFR2;EGFR","","R-HSA-8944104;R-HSA-199443;R-HSA-2316434;R-HSA-169683;R-HSA-8857925;R-HSA-169680;R-HSA-198640;R-HSA-6811472;R-HSA-6811504;R-HSA-198314;R-HSA-6811454;R-HSA-8944099"
R-HSA-422475,"Axon guidance",19,566,0.034828625930711954,0.00597856013585274,0.10761408244534931,31,295,0.018335508732674498,9606,Homo sapiens,"HSP90AB1;PLXND1;LAMB2;ROCK2;ITGA1;ITSN1;MYO9B;KALRN;EGFR;CACNA1I;NCSTN;ABLIM3;KCNQ2;GRB10;COL6A3;KRAS;SCN1A","","R-HSA-525833;R-HSA-3928632;R-HSA-443778;R-HSA-419087;R-HSA-445069;R-HSA-3928617;R-HSA-3928616;R-HSA-3928612;R-HSA-3928601;R-HSA-3928600;R-HSA-445088;R-HSA-434990;R-HSA-3928595;R-HSA-9680443;R-HSA-375151;R-HSA-3928656;R-HSA-416683;R-HSA-373739;R-HSA-419049;R-HSA-392054;R-HSA-8985594;R-HSA-416690;R-HSA-418865;R-HSA-419644;R-HSA-3928577;R-HSA-419645;R-HSA-419197;R-HSA-3928576;R-HSA-8853753;R-HSA-8985591;R-HSA-3928644"
R-HSA-5673000,"RAF activation",4,41,0.002522921666358993,0.0062999184447148915,0.10783995427976034,9,12,7.458512026850643E-4,9606,Homo sapiens,"KSR1;PPP2R1A;KRAS","","R-HSA-5672950;R-HSA-5672966;R-HSA-5672948;R-HSA-9653108;R-HSA-5672961;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-5672969"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",3,21,0.0012922281705741185,0.006343526722338844,0.10783995427976034,3,4,2.486170675616881E-4,9606,Homo sapiens,"KRAS;EGFR","","R-HSA-1250498;R-HSA-1250488;R-HSA-1306972"
R-HSA-8939211,"ESR-mediated signaling",11,257,0.01581441142083564,0.0064522898899173065,0.10968892812859421,88,114,0.007085586425508111,9606,Homo sapiens,"HSP90AB1;GNB2;SRF;GNB3;KRAS;ESR1;EGFR;GNAI2","","R-HSA-9018505;R-HSA-9008267;R-HSA-9011981;R-HSA-9632918;R-HSA-9023884;R-HSA-8931981;R-HSA-9021068;R-HSA-9633044;R-HSA-9008271;R-HSA-9011983;R-HSA-9008270;R-HSA-9018497;R-HSA-9009536;R-HSA-9011971;R-HSA-9018499;R-HSA-9634584;R-HSA-9008258;R-HSA-9009541;R-HSA-9632412;R-HSA-9011975;R-HSA-9018503;R-HSA-9011997;R-HSA-9008285;R-HSA-9021596;R-HSA-9625479;R-HSA-9625482;R-HSA-9011985;R-HSA-9632906;R-HSA-9021072;R-HSA-9011984;R-HSA-9632910;R-HSA-9625487;R-HSA-9021079;R-HSA-9021609;R-HSA-9632182;R-HSA-9716913;R-HSA-9032751;R-HSA-9021601;R-HSA-9021600;R-HSA-9012000;R-HSA-9008315;R-HSA-8932020;R-HSA-8932021;R-HSA-9624272;R-HSA-9625814;R-HSA-9038029;R-HSA-9716947;R-HSA-8939201;R-HSA-8932033;R-HSA-8939203;R-HSA-8939204;R-HSA-8932037;R-HSA-9009371;R-HSA-9012315;R-HSA-9021660;R-HSA-9012319;R-HSA-9018334;R-HSA-8954207;R-HSA-9038161;R-HSA-9038163;R-HSA-9018325;R-HSA-9027670;R-HSA-8954199;R-HSA-1254386;R-HSA-9011949;R-HSA-8932076;R-HSA-9011950;R-HSA-8954208;R-HSA-9023840;R-HSA-9625465;R-HSA-9009378;R-HSA-1254392;R-HSA-9011941;R-HSA-9023845;R-HSA-9038052;R-HSA-8932070;R-HSA-9023846;R-HSA-9021050;R-HSA-9009533;R-HSA-9011966;R-HSA-9011952;R-HSA-9023859;R-HSA-9021170;R-HSA-8932084;R-HSA-9023861;R-HSA-9023860;R-HSA-9009526;R-HSA-9709547"
R-HSA-76002,"Platelet activation, signaling and aggregation",12,294,0.01809119438803766,0.006520538228397599,0.11084914988275918,26,119,0.007396357759960222,9606,Homo sapiens,"CHID1;ITIH4;ITIH3;SERPINA1;DGKD;THPO;PRKCE;GNB2;ITPR1;GNB3;A2M;GNAI2","","R-HSA-396996;R-HSA-425861;R-HSA-397891;R-HSA-392195;R-HSA-426240;R-HSA-428750;R-HSA-428749;R-HSA-396941;R-HSA-139854;R-HSA-397835;R-HSA-392202;R-HSA-443926;R-HSA-418581;R-HSA-418579;R-HSA-428752;R-HSA-418576;R-HSA-139941;R-HSA-481007;R-HSA-351341;R-HSA-428909;R-HSA-428918;R-HSA-428917;R-HSA-481009;R-HSA-114552;R-HSA-392187;R-HSA-114558"
R-HSA-6802957,"Oncogenic MAPK signaling",6,93,0.0057227247553996675,0.006530738743458331,0.11102255863879162,39,46,0.002859096276959413,9606,Homo sapiens,"DUSP10;KSR1;KRAS;DUSP9","","R-HSA-9656211;R-HSA-6802919;R-HSA-6802918;R-HSA-9656209;R-HSA-9652816;R-HSA-9651280;R-HSA-6802916;R-HSA-9656215;R-HSA-6802915;R-HSA-9656214;R-HSA-6802914;R-HSA-6803234;R-HSA-9656213;R-HSA-6803233;R-HSA-9656212;R-HSA-6802912;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6803240;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-8936731;R-HSA-6802932;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-6802937;R-HSA-8936676;R-HSA-6802837;R-HSA-6802834;R-HSA-6802911;R-HSA-6803230;R-HSA-6802910;R-HSA-6802908;R-HSA-6803227"
R-HSA-5637812,"Signaling by EGFRvIII in Cancer",3,22,0.0013537628453633623,0.0072006634231399635,0.11521061477023942,17,18,0.0011187768040275966,9606,Homo sapiens,"KRAS;EGFR","","R-HSA-5637808;R-HSA-1247999;R-HSA-5638137;R-HSA-5637798;R-HSA-5637766;R-HSA-1248002;R-HSA-5637764;R-HSA-5637796;R-HSA-5637765;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-5637806;R-HSA-5637770;R-HSA-1248655;R-HSA-5637800;R-HSA-5637801"
R-HSA-5637810,"Constitutive Signaling by EGFRvIII",3,22,0.0013537628453633623,0.0072006634231399635,0.11521061477023942,17,18,0.0011187768040275966,9606,Homo sapiens,"KRAS;EGFR","","R-HSA-5637808;R-HSA-1247999;R-HSA-5638137;R-HSA-5637798;R-HSA-5637766;R-HSA-1248002;R-HSA-5637764;R-HSA-5637796;R-HSA-5637765;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-5637806;R-HSA-5637770;R-HSA-1248655;R-HSA-5637800;R-HSA-5637801"
R-HSA-9682385,"FLT3 signaling in disease",4,43,0.002645991015937481,0.007418272336633724,0.11869235738613959,3,52,0.0032320218783019453,9606,Homo sapiens,"PIM1;KRAS","","R-HSA-9703441;R-HSA-9703436;R-HSA-9695853"
R-HSA-2033519,"Activated point mutants of FGFR2",3,23,0.001415297520152606,0.008123151617176139,0.12184727425764208,9,10,6.215426689042203E-4,9606,Homo sapiens,"FGFR2","","R-HSA-2029983;R-HSA-2033486;R-HSA-2033479;R-HSA-2033474;R-HSA-2033490;R-HSA-2029984;R-HSA-2077424;R-HSA-2033488;R-HSA-2033472"
R-HSA-9665348,"Signaling by ERBB2 ECD mutants",3,23,0.001415297520152606,0.008123151617176139,0.12184727425764208,13,15,9.323140033563305E-4,9606,Homo sapiens,"KRAS;EGFR","","R-HSA-9665407;R-HSA-9665406;R-HSA-9665404;R-HSA-9665411;R-HSA-9665410;R-HSA-9665409;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9665417;R-HSA-9665416;R-HSA-9665389;R-HSA-9665388"
R-HSA-375165,"NCAM signaling for neurite out-growth",5,70,0.004307427235247061,0.008441273700091068,0.12603188511372032,3,23,0.0014295481384797065,9606,Homo sapiens,"CACNA1I;COL6A3;KRAS","","R-HSA-525833;R-HSA-392054;R-HSA-375151"
R-HSA-186797,"Signaling by PDGF",5,70,0.004307427235247061,0.008441273700091068,0.12603188511372032,3,31,0.0019267822736030828,9606,Homo sapiens,"STAT1;COL6A3;KRAS","","R-HSA-186834;R-HSA-382054;R-HSA-380782"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",7,130,0.007999507722601686,0.008815206084680005,0.12603188511372032,11,79,0.00491018708434334,9606,Homo sapiens,"ROCK2;ITPR1;PTK2B;TRIB3;KRAS;MAPK13","","R-HSA-169683;R-HSA-5218830;R-HSA-169680;R-HSA-5218845;R-HSA-198640;R-HSA-5218826;R-HSA-5218804;R-HSA-5218836;R-HSA-5218851;R-HSA-3928647;R-HSA-5228992"
R-HSA-68689,"CDC6 association with the ORC:origin complex",2,8,4.922773983139499E-4,0.00900227750812288,0.12603188511372032,2,2,1.2430853378084405E-4,9606,Homo sapiens,"MCM8;ORC3L","","R-HSA-68688;R-HSA-9749215"
R-HSA-9652817,"Signaling by MAPK mutants",2,8,4.922773983139499E-4,0.00900227750812288,0.12603188511372032,1,1,6.215426689042202E-5,9606,Homo sapiens,"DUSP10;DUSP9","","R-HSA-9652816"
R-HSA-9033500,"TYSND1 cleaves peroxisomal proteins",2,8,4.922773983139499E-4,0.00900227750812288,0.12603188511372032,2,7,4.350798682329542E-4,9606,Homo sapiens,"HSD17B4;PAOX","","R-HSA-9033515;R-HSA-9033530"
R-HSA-113510,"E2F mediated regulation of DNA replication",3,24,0.0014768321949418497,0.009112055941525865,0.1275687831813621,2,4,2.486170675616881E-4,9606,Homo sapiens,"PPP2R1A;MCM8;ORC3L","","R-HSA-113638;R-HSA-113503"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",3,24,0.0014768321949418497,0.009112055941525865,0.1275687831813621,3,9,5.593884020137983E-4,9606,Homo sapiens,"KRAS;EGFR","","R-HSA-2179415;R-HSA-2179387;R-HSA-2179407"
R-HSA-166520,"Signaling by NTRKs",8,166,0.01021475601501446,0.009891700175702955,0.13039679778672664,24,164,0.010193299770029212,9606,Homo sapiens,"EGR2;PPP2R1A;SRF;KRAS;PTPRF;MAPK13","","R-HSA-9031624;R-HSA-171011;R-HSA-5686071;R-HSA-9026891;R-HSA-9036970;R-HSA-9612534;R-HSA-9613210;R-HSA-170986;R-HSA-9031616;R-HSA-9032067;R-HSA-9613213;R-HSA-9612509;R-HSA-171026;R-HSA-9612514;R-HSA-9612483;R-HSA-9613219;R-HSA-9031610;R-HSA-199959;R-HSA-9603719;R-HSA-9613476;R-HSA-9612516;R-HSA-9612073;R-HSA-9612076;R-HSA-9612493"
R-HSA-9844594,"Transcriptional regulation of brown and beige adipocyte differentiation by EBF2",4,47,0.0028921297150944557,0.01003052290667128,0.13039679778672664,6,14,8.701597364659083E-4,9606,Homo sapiens,"PPARG;PPARGC1B","","R-HSA-9844822;R-HSA-9844549;R-HSA-9844415;R-HSA-9844440;R-HSA-9844536;R-HSA-9844600"
R-HSA-9843743,"Transcriptional regulation of brown and beige adipocyte differentiation",4,47,0.0028921297150944557,0.01003052290667128,0.13039679778672664,6,14,8.701597364659083E-4,9606,Homo sapiens,"PPARG;PPARGC1B","","R-HSA-9844822;R-HSA-9844549;R-HSA-9844415;R-HSA-9844440;R-HSA-9844536;R-HSA-9844600"
R-HSA-1257604,"PIP3 activates AKT signaling",12,315,0.01938342255861178,0.010844017594239252,0.1351575254373394,9,89,0.005531729753247561,9606,Homo sapiens,"IRAK1;PPP2R1A;TRIB3;PPARG;ESR1;FGFR2;EGFR","","R-HSA-8944104;R-HSA-199443;R-HSA-2316434;R-HSA-8857925;R-HSA-198640;R-HSA-6811472;R-HSA-6811504;R-HSA-6811454;R-HSA-8944099"
R-HSA-109582,"Hemostasis",24,821,0.05051996800196911,0.011098098718687166,0.1351575254373394,60,366,0.022748461681894462,9606,Homo sapiens,"CHID1;ITIH4;ITIH3;SERPINA1;DGKD;PRKCE;ITGA1;SERPINA10;ITPR1;ANO6;GNAI2;SLC8A3;F7;THPO;PPP2R1A;GNB2;P2RX1;SDC1;GNB3;SIRPA;KRAS;A2M","","R-HSA-9932951;R-HSA-114563;R-HSA-425861;R-HSA-392195;R-HSA-9932945;R-HSA-426240;R-HSA-432143;R-HSA-396941;R-HSA-418442;R-HSA-397835;R-HSA-392202;R-HSA-443926;R-HSA-392852;R-HSA-418581;R-HSA-418579;R-HSA-418576;R-HSA-9769737;R-HSA-9823284;R-HSA-210977;R-HSA-392870;R-HSA-9822513;R-HSA-419490;R-HSA-9822512;R-HSA-9822514;R-HSA-139941;R-HSA-9822522;R-HSA-392874;R-HSA-9823290;R-HSA-425661;R-HSA-396996;R-HSA-140870;R-HSA-397891;R-HSA-428750;R-HSA-9929054;R-HSA-9822556;R-HSA-140872;R-HSA-428749;R-HSA-8870732;R-HSA-9929051;R-HSA-139854;R-HSA-202703;R-HSA-139855;R-HSA-140748;R-HSA-428752;R-HSA-9854657;R-HSA-140769;R-HSA-9853809;R-HSA-481007;R-HSA-351341;R-HSA-428909;R-HSA-140783;R-HSA-428918;R-HSA-9929060;R-HSA-428917;R-HSA-140791;R-HSA-481009;R-HSA-114552;R-HSA-392187;R-HSA-9931624;R-HSA-114558"
R-HSA-9013026,"RHOB GTPase cycle",5,75,0.0046151006091932805,0.011113790840938442,0.1351575254373394,2,6,3.7292560134253216E-4,9606,Homo sapiens,"BCR;ANLN;ROCK2;MYO9B;ARHGAP26","","R-HSA-9013022;R-HSA-9013024"
R-HSA-449147,"Signaling by Interleukins",20,646,0.03975139991385145,0.011211354454502165,0.1351575254373394,229,505,0.03138790477966313,9606,Homo sapiens,"LAMA5;IRAK1;STAT1;IL1R1;PPP2R1A;PIM1;LCN2;PTK2B;SDC1;PTPN23;MAP2K7;JAK1","","R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-8950405;R-HSA-8987270;R-HSA-8982163;R-HSA-8982162;R-HSA-1112587;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950441;R-HSA-6783556;R-HSA-508451;R-HSA-6783552;R-HSA-6786124;R-HSA-8937656;R-HSA-8950448;R-HSA-8950453;R-HSA-6783524;R-HSA-6786095;R-HSA-6783530;R-HSA-450133;R-HSA-6809140;R-HSA-6786096;R-HSA-6786110;R-HSA-449115;R-HSA-8950485;R-HSA-6784006;R-HSA-1112690;R-HSA-6786050;R-HSA-508513;R-HSA-6788623;R-HSA-6788622;R-HSA-6786058;R-HSA-1067646;R-HSA-1112703;R-HSA-8950522;R-HSA-6788628;R-HSA-9006844;R-HSA-9008894;R-HSA-450173;R-HSA-8950518;R-HSA-6786072;R-HSA-912527;R-HSA-450690;R-HSA-8987150;R-HSA-1112727;R-HSA-8987141;R-HSA-1295519;R-HSA-450187;R-HSA-1295516;R-HSA-8987161;R-HSA-448660;R-HSA-448661;R-HSA-1067651;R-HSA-1112708;R-HSA-1067659;R-HSA-8987156;R-HSA-8983063;R-HSA-8987179;R-HSA-1112755;R-HSA-6783681;R-HSA-1295540;R-HSA-6784204;R-HSA-446634;R-HSA-9011748;R-HSA-9009700;R-HSA-1067688;R-HSA-446648;R-HSA-9009227;R-HSA-448708;R-HSA-8987202;R-HSA-8950340;R-HSA-1264832;R-HSA-8987230;R-HSA-446684;R-HSA-8950354;R-HSA-6784189;R-HSA-8987218;R-HSA-8987220;R-HSA-448728;R-HSA-446694;R-HSA-168162;R-HSA-446692;R-HSA-6785165;R-HSA-446701;R-HSA-8987236;R-HSA-448744;R-HSA-8854645;R-HSA-168184;R-HSA-8987255;R-HSA-6785895;R-HSA-8983425;R-HSA-8983424;R-HSA-8984963;R-HSA-450827;R-HSA-449803;R-HSA-8987012;R-HSA-8985988;R-HSA-8984964;R-HSA-8987015;R-HSA-8987014;R-HSA-8987033;R-HSA-199959;R-HSA-449811;R-HSA-9005980;R-HSA-8987039;R-HSA-9758604;R-HSA-9009554;R-HSA-9009558;R-HSA-6784324;R-HSA-6784323;R-HSA-8983983;R-HSA-450337;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-450346;R-HSA-8950716;R-HSA-8983996;R-HSA-8987070;R-HSA-9025969;R-HSA-451900;R-HSA-445757;R-HSA-8848316;R-HSA-8848314;R-HSA-445752;R-HSA-8987063;R-HSA-445753;R-HSA-8987080;R-HSA-8987084;R-HSA-8984012;R-HSA-8950733;R-HSA-8984014;R-HSA-8984001;R-HSA-8950210;R-HSA-8940998;R-HSA-8987097;R-HSA-508247;R-HSA-8987096;R-HSA-8983003;R-HSA-8983518;R-HSA-6784319;R-HSA-451418;R-HSA-8984021;R-HSA-8984023;R-HSA-451942;R-HSA-919404;R-HSA-8987105;R-HSA-8987104;R-HSA-8950757;R-HSA-8952807;R-HSA-8987129;R-HSA-6784791;R-HSA-8987132;R-HSA-8950782;R-HSA-8987120;R-HSA-508282;R-HSA-6788582;R-HSA-8950537;R-HSA-508292;R-HSA-8983309;R-HSA-446862;R-HSA-6789615;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8983300;R-HSA-446870;R-HSA-9006873;R-HSA-446868;R-HSA-8983835;R-HSA-8983834;R-HSA-9007901;R-HSA-446877;R-HSA-9006870;R-HSA-449958;R-HSA-8985900;R-HSA-8948015;R-HSA-446894;R-HSA-8983841;R-HSA-8983845;R-HSA-448427;R-HSA-8983335;R-HSA-1112510;R-HSA-8985914;R-HSA-5696482;R-HSA-8948018;R-HSA-6788571;R-HSA-449978;R-HSA-449976;R-HSA-8985929;R-HSA-8983371;R-HSA-8986446;R-HSA-8983374;R-HSA-1112538;R-HSA-8983384;R-HSA-1112514;R-HSA-913374;R-HSA-8986972;R-HSA-8948063;R-HSA-8983378;R-HSA-8985943;R-HSA-8986985;R-HSA-1112565;R-HSA-448480;R-HSA-8985966;R-HSA-8948066;R-HSA-8983394;R-HSA-450027;R-HSA-451561;R-HSA-9681763;R-HSA-453111;R-HSA-6790036;R-HSA-8985981;R-HSA-453104;R-HSA-8987007;R-HSA-8986480;R-HSA-8986995;R-HSA-8986994;R-HSA-8985973;R-HSA-452091;R-HSA-6790041"
